x,y,u,v,S
13.620592,-13.065783,0.961019,-0.003023,5.091736
13.620592,-12.746168,0.961127,-0.003506,5.152323
12.863893,-11.814264,0.907816,-0.003310,5.197691
13.620592,-12.275066,0.961305,-0.003361,5.242838
13.620592,-11.966616,0.961405,-0.003224,5.302683
13.620592,-11.662712,0.961399,-0.003002,5.361528
13.620592,-11.363394,0.961388,-0.002656,5.419862
13.620592,-11.068700,0.961454,-0.002288,5.478080
13.620592,-10.778663,0.961621,-0.002040,5.536267
13.620592,-10.493312,0.961897,-0.002038,5.594421
13.893004,-10.346372,0.981473,-0.002247,5.665956
13.620592,-9.800606,0.962555,-0.002287,5.736299
13.620592,-9.531845,0.962941,-0.002436,5.792295
13.620592,-9.267862,0.963429,-0.002746,5.847975
13.620592,-9.008668,0.963906,-0.003214,5.902615
13.893004,-8.865505,0.983607,-0.003678,5.968284
13.620592,-8.381677,0.964651,-0.003800,6.031791
13.893004,-8.241276,0.984168,-0.003898,6.092660
13.620592,-7.784678,0.965140,-0.004058,6.152041
13.893004,-7.647598,0.984680,-0.004341,6.209109
13.620592,-7.217562,0.965534,-0.004304,6.263774
13.893004,-7.084292,0.984914,-0.004337,6.315652
13.893004,-6.760763,0.984902,-0.004496,6.374556
13.893004,-6.447966,0.984795,-0.004989,6.429763
13.893004,-6.145794,0.984602,-0.005585,6.481306
13.893004,-5.854122,0.984248,-0.006236,6.528699
13.893004,-5.572808,0.983689,-0.007309,6.571677
14.033337,-5.310920,0.992675,-0.009727,6.616085
13.893004,-4.955766,0.981391,-0.013161,6.653899
14.033337,-4.714790,0.989042,-0.018359,6.681978
14.033337,-4.397802,0.984629,-0.026796,6.697765
14.033337,-4.097324,0.976155,-0.039146,6.682555
14.118906,-3.801642,0.962533,-0.053947,6.593212
14.033337,-3.478319,0.925866,-0.066171,6.420175
14.118906,-3.216303,0.871092,-0.122543,6.074805
14.176535,-2.904963,0.838384,-0.119670,5.852225
14.118906,-2.592575,1.022398,-0.060755,7.134825
14.217987,-2.305415,0.935565,-0.166227,6.597046
14.176535,-1.992008,0.889335,-0.018302,6.213573
14.249235,-1.694033,0.769798,-0.058949,5.380309
14.217987,-1.379506,0.738196,-0.195137,5.345227
14.249235,-1.083280,0.706669,-0.192962,5.126120
14.249235,-0.768000,0.649550,-0.222716,4.812020
14.249235,-0.452923,0.698694,-0.295730,5.321826
14.249235,0.768000,0.817273,-0.222142,5.935038
14.249235,1.083286,0.852794,-0.165543,6.079017
14.217987,1.379615,0.912298,-0.071310,6.405991
14.249235,1.694539,1.038413,-0.062945,7.249790
14.176535,1.993247,0.968082,-0.035927,6.766903
14.176535,2.276181,1.068560,-0.050091,7.450379
14.176535,2.580664,1.045688,-0.023324,7.258737
14.176535,2.910107,1.021963,-0.059204,7.073427
14.118906,3.223157,1.021285,-0.056518,7.062822
14.033337,3.486695,1.012449,-0.027721,7.004343
14.118906,3.811762,1.011437,-0.005723,6.916202
14.033337,4.109150,1.000127,0.002521,6.839632
14.033337,4.411250,0.997639,0.004730,6.781972
13.893004,4.641931,0.986399,0.005570,6.734135
14.033337,4.980033,0.995571,0.006219,6.685953
13.893004,5.231129,0.985042,0.006537,6.635565
14.033337,5.602216,0.994555,0.006599,6.582139
13.893004,5.874395,0.984191,0.006276,6.524912
13.893004,6.167151,0.983773,0.006085,6.472184
13.893004,6.470347,0.983304,0.005936,6.416109
13.893004,6.784096,0.982718,0.005687,6.356253
13.620592,6.915136,0.962922,0.005385,6.303817
13.893004,7.330721,0.981726,0.005465,6.249767
13.893004,7.673045,0.981197,0.005261,6.182386
13.620592,7.810130,0.961564,0.004776,6.124331
13.893004,8.267665,0.980447,0.004591,6.064588
13.620592,8.407892,0.960996,0.004486,6.003791
13.620592,8.655295,0.960853,0.004503,5.954046
13.893004,9.150895,0.979963,0.004576,5.890700
13.620592,9.294544,0.960592,0.004479,5.825478
13.620592,9.558522,0.960453,0.004687,5.772063
13.620592,9.827213,0.960360,0.004986,5.717975
13.620592,10.100601,0.960292,0.005172,5.663154
13.620592,10.378667,0.960232,0.005327,5.607553
13.893004,10.947697,0.979314,0.005583,5.536673
13.620592,11.094148,0.959984,0.005410,5.464775
13.620592,11.388392,0.959771,0.005088,5.405919
13.620592,11.687189,0.959489,0.004725,5.346170
12.863893,11.252217,0.905948,0.004139,5.300876
13.620592,12.143837,0.958964,0.003952,5.255188
13.620592,12.453846,0.958679,0.003458,5.194476
13.620592,12.768264,0.958487,0.002858,5.134004
13.620592,13.087041,0.958328,0.002132,5.073504
13.620592,13.410128,0.958258,0.001621,5.013342
13.620592,13.737467,0.958264,0.001304,4.953490
12.863893,13.208621,0.905086,0.001129,4.908900
13.620592,14.236324,0.958430,0.001285,4.864482
13.620592,14.574036,0.958525,0.001362,4.805121
12.863893,14.005967,0.905281,0.001162,4.760378
13.620592,15.088149,0.958489,0.001059,4.715432
13.620592,15.435819,0.958362,0.000737,4.655397
13.620592,15.787345,0.958275,0.000464,4.595840
12.863893,15.161502,0.905055,0.000479,4.551806
14.051065,-15.775076,0.959021,0.001884,4.539650
14.051065,-15.422227,0.959447,0.001505,4.598735
13.270450,-14.317803,0.906364,0.001158,4.642813
14.051065,-14.900304,0.959804,0.001098,4.686430
14.051065,-14.557367,0.959992,0.000777,4.744829
14.051065,-14.218524,0.960339,0.000046,4.804106
13.270450,-13.191045,0.907285,-0.000509,4.848893
14.051065,-13.718087,0.960989,-0.001254,4.893728
14.051065,-13.389775,0.961242,-0.002262,4.952514
14.051065,-13.065783,0.961210,-0.002854,5.009676
14.051065,-12.746168,0.961257,-0.003140,5.067018
13.270450,-11.814264,0.907963,-0.002999,5.110291
14.051065,-12.275066,0.961453,-0.003068,5.153144
14.051065,-11.966616,0.961540,-0.003006,5.209868
14.051065,-11.662712,0.961619,-0.002930,5.266096
14.051065,-11.363394,0.961641,-0.002615,5.321498
14.051065,-11.068700,0.961683,-0.002180,5.376420
14.051065,-10.778663,0.961790,-0.001850,5.431060
14.051065,-10.493312,0.961967,-0.001757,5.485404
14.332086,-10.346372,0.981552,-0.002045,5.552900
14.051065,-9.800606,0.962657,-0.002123,5.619272
14.051065,-9.531845,0.962950,-0.002105,5.671411
14.051065,-9.267862,0.963342,-0.002364,5.723198
14.051065,-9.008668,0.963763,-0.002869,5.774185
14.332086,-8.865505,0.983586,-0.003601,5.836486
14.051065,-8.381677,0.964694,-0.003796,5.896321
14.332086,-8.241276,0.984357,-0.004043,5.954082
14.051065,-7.784678,0.965341,-0.004193,6.009613
14.332086,-7.647598,0.984890,-0.004533,6.062856
14.051065,-7.217562,0.965809,-0.004586,6.114182
14.332086,-7.084292,0.985315,-0.004743,6.163156
14.332086,-6.760763,0.985469,-0.004968,6.218862
14.332086,-6.447966,0.985616,-0.005581,6.271617
14.332086,-6.145794,0.985666,-0.006288,6.320846
14.332086,-5.854122,0.985648,-0.007130,6.366752
14.332086,-5.572808,0.985559,-0.008475,6.409372
14.476855,-5.310920,0.995288,-0.011252,6.454821
14.332086,-4.955766,0.984970,-0.015264,6.495929
14.476855,-4.714790,0.994345,-0.021532,6.532419
14.476855,-4.397802,0.993725,-0.031948,6.571264
14.476855,-4.097324,0.994413,-0.048693,6.617289
14.565128,-3.801642,1.003387,-0.079602,6.686598
14.476855,-3.478319,0.957871,-0.142497,6.504279
14.565128,-3.216303,0.862987,-0.169554,5.896253
14.624578,-2.904963,0.867005,-0.200883,5.968847
14.565128,-2.592575,0.947030,-0.177803,6.513265
14.667340,-2.305415,0.973556,-0.095258,6.588388
14.624578,-1.992008,0.902608,0.016803,6.116445
14.699575,-1.694033,1.016430,-0.017912,6.870294
14.667340,-1.379506,0.857425,-0.233538,6.032152
14.699575,-1.083280,0.705716,-0.374027,5.418838
14.699575,-0.768000,0.630873,-0.400677,5.077281
14.699575,-0.452923,0.639782,-0.305580,4.821069
14.699575,0.768000,0.770319,-0.217822,5.438478
14.699575,1.083286,0.750642,-0.178667,5.235017
14.667340,1.379615,0.771852,-0.114842,5.296938
14.699575,1.694539,0.874341,-0.096029,5.944467
14.624578,1.993247,0.979082,-0.083470,6.657507
14.624578,2.276181,1.018294,-0.082895,6.902820
14.624578,2.580664,1.033348,-0.078832,6.978546
14.624578,2.910107,1.018281,-0.068492,6.844351
14.565128,3.223157,1.012486,-0.053218,6.796609
14.476855,3.486695,1.007759,-0.031183,6.770894
14.565128,3.811762,1.011886,-0.012756,6.721506
14.476855,4.109150,1.002174,-0.002441,6.659545
14.476855,4.411250,0.999587,0.001915,6.604917
14.332086,4.641931,0.988075,0.004000,6.558769
14.476855,4.980033,0.996996,0.005245,6.512369
14.332086,5.231129,0.986224,0.005913,6.464227
14.476855,5.602216,0.995489,0.006150,6.413106
14.332086,5.874395,0.984908,0.005919,6.358768
14.332086,6.167151,0.984337,0.005706,6.308893
14.332086,6.470347,0.983765,0.005530,6.256175
14.332086,6.784096,0.983252,0.005328,6.200978
14.051065,6.915136,0.963552,0.005118,6.152839
14.332086,7.330721,0.982317,0.005174,6.102159
14.332086,7.673045,0.981768,0.005075,6.039196
14.051065,7.810130,0.962107,0.004655,5.984894
14.332086,8.267665,0.981010,0.004611,5.929131
14.051065,8.407892,0.961482,0.004604,5.871881
14.051065,8.655295,0.961355,0.004757,5.825431
14.332086,9.150895,0.980405,0.004772,5.765687
14.051065,9.294544,0.961022,0.004612,5.704479
14.051065,9.558522,0.960904,0.004835,5.654427
14.051065,9.827213,0.960790,0.005150,5.603458
14.051065,10.100601,0.960681,0.005327,5.551628
14.051065,10.378667,0.960535,0.005391,5.498752
14.332086,10.947697,0.979578,0.005641,5.431630
14.051065,11.094148,0.960114,0.005285,5.362991
14.051065,11.388392,0.959820,0.004843,5.306846
14.051065,11.687189,0.959495,0.004390,5.249999
13.270450,11.252217,0.905923,0.003743,5.206868
14.051065,12.143837,0.958945,0.003584,5.163533
14.051065,12.453846,0.958681,0.003233,5.105969
14.051065,12.768264,0.958479,0.002692,5.048417
14.051065,13.087041,0.958414,0.002108,4.991327
14.051065,13.410128,0.958476,0.001706,4.934685
14.051065,13.737467,0.958627,0.001491,4.878338
13.270450,13.208621,0.905522,0.001360,4.836268
14.051065,14.236324,0.958932,0.001483,4.794035
14.051065,14.574036,0.959026,0.001416,4.737250
13.270450,14.005967,0.905751,0.001135,4.694387
14.051065,15.088149,0.958971,0.000931,4.651230
14.051065,15.435819,0.958821,0.000572,4.593519
14.051065,15.787345,0.958756,0.000461,4.536423
13.683228,-14.317803,0.906361,0.001375,4.576478
14.488124,-14.900304,0.959835,0.001172,4.618415
14.488124,-14.557367,0.959928,0.000959,4.673839
14.488124,-14.218524,0.960170,0.000478,4.730004
13.683228,-13.191045,0.907094,-0.000013,4.772628
14.488124,-13.718087,0.960762,-0.000704,4.815310
14.488124,-13.389775,0.961147,-0.002002,4.872020
14.488124,-13.065783,0.961308,-0.002848,4.927407
14.488124,-12.746168,0.961351,-0.002941,4.981917
13.683228,-11.814264,0.908039,-0.002734,5.022968
14.488124,-12.275066,0.961567,-0.002876,5.063828
14.488124,-11.966616,0.961659,-0.002834,5.117649
14.488124,-11.662712,0.961791,-0.002731,5.171205
14.488124,-11.363394,0.961955,-0.002531,5.224391
14.488124,-11.068700,0.962036,-0.002103,5.276522
14.488124,-10.778663,0.962105,-0.001783,5.327918
14.488124,-10.493312,0.962161,-0.001638,5.378522
14.777887,-10.346372,0.981623,-0.001770,5.441448
14.488124,-9.800606,0.962764,-0.001886,5.504145
14.488124,-9.531845,0.963061,-0.001935,5.553202
14.488124,-9.267862,0.963336,-0.002097,5.601195
14.488124,-9.008668,0.963710,-0.002571,5.648789
14.777887,-8.865505,0.983537,-0.003287,5.707256
14.488124,-8.381677,0.964830,-0.003704,5.764377
14.777887,-8.241276,0.984586,-0.004045,5.818933
14.488124,-7.784678,0.965658,-0.004324,5.871357
14.777887,-7.647598,0.985283,-0.004768,5.921432
14.488124,-7.217562,0.966231,-0.004818,5.969480
14.777887,-7.084292,0.985852,-0.004965,6.015694
14.777887,-6.760763,0.986226,-0.005262,6.068807
14.777887,-6.447966,0.986546,-0.005829,6.118847
14.777887,-6.145794,0.986901,-0.006581,6.166381
14.777887,-5.854122,0.987261,-0.007431,6.211250
14.777887,-5.572808,0.987646,-0.008730,6.253647
14.927158,-5.310920,0.998176,-0.011454,6.300520
14.777887,-4.955766,0.988837,-0.015433,6.344877
14.927158,-4.714790,0.999466,-0.021784,6.386226
14.927158,-4.397802,0.999490,-0.031632,6.426048
14.927158,-4.097324,0.997324,-0.042170,6.448716
15.018178,-3.801642,1.016142,-0.032605,6.562570
14.927158,-3.478319,1.001593,-0.034193,6.538606
15.018178,-3.216303,0.945642,-0.190158,6.280286
15.079476,-2.904963,0.841129,-0.188306,5.612845
15.018178,-2.592575,0.811232,-0.028055,5.326120
15.123568,-2.305415,0.931752,0.113631,6.135694
15.079476,-1.992008,1.035665,0.102707,6.842288
15.156807,-1.694033,1.093661,0.033576,7.174371
15.123568,-1.379506,0.916212,-0.009916,6.033478
15.156807,-1.083280,0.730512,-0.132208,4.885527
15.123568,-0.157193,0.683648,-0.285157,4.897622
15.156807,0.137846,0.692730,-0.318978,5.031468
15.156807,0.452923,0.651619,-0.280087,4.677423
15.156807,0.768000,0.778132,-0.322904,5.551240
15.156807,1.083286,0.783173,-0.213408,5.341910
15.123568,1.379615,0.846132,-0.182328,5.699544
15.156807,1.694539,0.923179,-0.145018,6.127371
15.079476,1.993247,0.970915,-0.131120,6.441073
15.079476,2.276181,0.994275,-0.099047,6.551978
15.079476,2.580664,0.996343,-0.085494,6.536531
15.079476,2.910107,1.002334,-0.069758,6.542372
15.018178,3.223157,1.004517,-0.048602,6.547407
14.927158,3.486695,1.001739,-0.029951,6.537862
15.018178,3.811762,1.008255,-0.015516,6.508011
14.927158,4.109150,1.000894,-0.005748,6.464825
14.927158,4.411250,0.999477,-0.000482,6.421178
14.777887,4.641931,0.988403,0.002388,6.381015
14.927158,4.980033,0.997524,0.004167,6.339188
14.777887,5.231129,0.986780,0.005105,6.294754
14.927158,5.602216,0.996022,0.005466,6.247172
14.777887,5.874395,0.985391,0.005318,6.196484
14.777887,6.167151,0.984911,0.005233,6.150744
14.777887,6.470347,0.984473,0.005167,6.102575
14.777887,6.784096,0.983959,0.004917,6.051226
14.488124,6.915136,0.964210,0.004640,6.006184
14.777887,7.330721,0.983045,0.004755,5.959280
14.777887,7.673045,0.982485,0.004715,5.900464
14.488124,7.810130,0.962846,0.004432,5.849975
14.777887,8.267665,0.981727,0.004410,5.797635
14.488124,8.407892,0.962167,0.004536,5.743976
14.488124,8.655295,0.961873,0.004663,5.699515
14.777887,9.150895,0.980859,0.004777,5.643111
14.488124,9.294544,0.961473,0.004656,5.585737
14.488124,9.558522,0.961368,0.004849,5.538807
14.488124,9.827213,0.961213,0.005103,5.490665
14.488124,10.100601,0.961017,0.005222,5.441399
14.488124,10.378667,0.960862,0.005306,5.391532
14.777887,10.947697,0.979800,0.005404,5.327615
14.488124,11.094148,0.960178,0.004882,5.261921
14.488124,11.388392,0.959836,0.004404,5.208552
14.488124,11.687189,0.959484,0.003879,5.154569
13.683228,11.252217,0.905933,0.003256,5.113786
14.488124,12.143837,0.959029,0.003181,5.073057
14.488124,12.453846,0.958811,0.002891,5.018641
14.488124,12.768264,0.958667,0.002518,4.964246
14.488124,13.087041,0.958735,0.002182,4.910626
14.488124,13.410128,0.958916,0.001894,4.857305
14.488124,13.737467,0.959158,0.001786,4.804070
13.683228,13.208621,0.906045,0.001647,4.764061
14.488124,14.236324,0.959482,0.001705,4.723720
14.488124,14.574036,0.959560,0.001501,4.669367
13.683228,14.005967,0.906225,0.001140,4.628194
14.488124,15.088149,0.959408,0.000844,4.586544
14.931910,-14.900304,0.959766,0.001151,4.549828
14.931910,-14.557367,0.959840,0.000829,4.602722
14.931910,-14.218524,0.959980,0.000652,4.655883
14.102360,-13.191045,0.906883,0.000241,4.696415
14.931910,-13.718087,0.960491,-0.000418,4.736902
14.931910,-13.389775,0.960877,-0.001730,4.790947
14.931910,-13.065783,0.961271,-0.002840,4.844821
14.931910,-12.746168,0.961469,-0.003055,4.897409
14.102360,-11.814264,0.908112,-0.002769,4.936191
14.931910,-12.275066,0.961619,-0.002906,4.974835
14.931910,-11.966616,0.961752,-0.002904,5.026072
14.931910,-11.662712,0.961886,-0.002680,5.076797
14.931910,-11.363394,0.962113,-0.002445,5.127449
14.931910,-11.068700,0.962322,-0.002194,5.177396
14.931910,-10.778663,0.962402,-0.001930,5.225969
14.931910,-10.493312,0.962448,-0.001811,5.273628
15.230549,-10.346372,0.981795,-0.001715,5.332254
14.931910,-9.800606,0.962820,-0.001638,5.390648
14.931910,-9.531845,0.963162,-0.001742,5.437020
14.931910,-9.267862,0.963507,-0.001932,5.482496
14.931910,-9.008668,0.963853,-0.002261,5.527020
15.230549,-8.865505,0.983676,-0.002909,5.581828
14.931910,-8.381677,0.964938,-0.003338,5.635198
15.230549,-8.241276,0.984807,-0.003832,5.686890
14.931910,-7.784678,0.965981,-0.004280,5.736512
15.230549,-7.647598,0.985699,-0.004815,5.783753
14.931910,-7.217562,0.966726,-0.004853,5.829069
15.230549,-7.084292,0.986451,-0.004943,5.872672
15.230549,-6.760763,0.986941,-0.005229,5.922798
15.230549,-6.447966,0.987432,-0.005751,5.970347
15.230549,-6.145794,0.987996,-0.006347,6.015769
15.230549,-5.854122,0.988658,-0.007056,6.059269
15.230549,-5.572808,0.989438,-0.008087,6.101043
15.384392,-5.310920,1.000672,-0.010342,6.148735
15.230549,-4.955766,0.992366,-0.013816,6.196488
15.384392,-4.714790,1.004719,-0.020168,6.245378
15.384392,-4.397802,1.007228,-0.034329,6.298583
15.384392,-4.097324,0.998854,-0.068417,6.288649
15.478200,-3.801642,0.898104,-0.140140,5.703093
15.384392,-3.478319,0.929286,-0.073345,5.910057
15.478200,-3.216303,0.946965,0.002610,5.990121
15.541376,-2.904963,0.938281,-0.025075,5.936650
15.478200,-2.592575,0.744837,0.045792,4.755013
15.586819,-2.305415,0.803436,0.037092,5.104543
15.541376,-1.992008,1.013416,0.047817,6.475042
15.621075,-1.694033,1.000478,0.132232,6.422712
15.586819,-1.379506,0.908470,0.190239,5.931686
15.621075,-1.083280,0.914868,0.163469,5.935127
15.621075,-0.768000,0.795389,0.044784,5.093678
15.621075,0.452923,0.720218,-0.179291,4.749273
15.621075,0.768000,0.815400,-0.230595,5.418041
15.621075,1.083286,0.848095,-0.172505,5.527068
15.586819,1.379615,0.882096,-0.144283,5.712115
15.621075,1.694539,0.916772,-0.127697,5.890913
15.541376,1.993247,0.937818,-0.099643,6.018994
15.541376,2.276181,0.956310,-0.082600,6.111034
15.541376,2.580664,0.971806,-0.069532,6.184327
15.541376,2.910107,0.986712,-0.054360,6.249937
15.478200,3.223157,0.994248,-0.037746,6.293169
15.384392,3.486695,0.993987,-0.024589,6.303131
15.478200,3.811762,1.003086,-0.014191,6.293262
15.384392,4.109150,0.998130,-0.006228,6.268318
15.384392,4.411250,0.998189,-0.001312,6.236997
15.230549,4.641931,0.987944,0.001606,6.204823
15.384392,4.980033,0.997498,0.003423,6.168723
15.230549,5.231129,0.987076,0.004460,6.129499
15.384392,5.602216,0.996546,0.004896,6.086713
15.230549,5.874395,0.986059,0.004842,6.040564
15.230549,6.167151,0.985626,0.004803,5.998365
15.230549,6.470347,0.985188,0.004704,5.953600
15.230549,6.784096,0.984734,0.004419,5.906172
14.931910,6.915136,0.965021,0.004135,5.864509
15.230549,7.330721,0.983903,0.004209,5.820956
15.230549,7.673045,0.983386,0.004223,5.766295
14.931910,7.810130,0.963668,0.003981,5.718770
15.230549,8.267665,0.982509,0.003987,5.669505
14.931910,8.407892,0.962738,0.004036,5.618151
14.931910,8.655295,0.962434,0.004309,5.576449
15.230549,9.150895,0.981380,0.004582,5.523304
14.931910,9.294544,0.961914,0.004555,5.469098
14.931910,9.558522,0.961758,0.004683,5.424751
14.931910,9.827213,0.961558,0.004839,5.379242
14.931910,10.100601,0.961382,0.005003,5.332988
14.931910,10.378667,0.961164,0.005024,5.285676
15.230549,10.947697,0.979987,0.004904,5.224735
14.931910,11.094148,0.960300,0.004329,5.162342
14.931910,11.388392,0.959935,0.003873,5.111743
14.931910,11.687189,0.959602,0.003375,5.060728
14.102360,11.252217,0.906115,0.002896,5.022470
14.931910,12.143837,0.959283,0.002873,4.984170
14.931910,12.453846,0.959109,0.002629,4.932752
14.931910,12.768264,0.959093,0.002558,4.881731
14.931910,13.087041,0.959233,0.002441,4.831136
14.931910,13.410128,0.959444,0.002266,4.780569
14.931910,13.737467,0.959650,0.002178,4.729704
14.102360,13.208621,0.906446,0.002001,4.691246
14.931910,14.236324,0.959854,0.002027,4.652513
14.931910,14.574036,0.959885,0.001689,4.600377
14.102360,14.005967,0.906478,0.001185,4.560735
15.382561,-14.218524,0.959993,0.000591,4.582896
14.527974,-13.191045,0.906821,0.000297,4.621192
15.382561,-13.718087,0.960368,-0.000412,4.659517
15.382561,-13.389775,0.960654,-0.001615,4.710512
15.382561,-13.065783,0.961087,-0.002725,4.761976
15.382561,-12.746168,0.961487,-0.003273,4.812952
14.527974,-11.814264,0.908210,-0.003126,4.850188
15.382561,-12.275066,0.961696,-0.003235,4.886705
15.382561,-11.966616,0.961825,-0.003178,4.935234
15.382561,-11.662712,0.961979,-0.002931,4.983355
15.382561,-11.363394,0.962144,-0.002540,5.030946
15.382561,-11.068700,0.962398,-0.002334,5.078374
15.382561,-10.778663,0.962598,-0.002237,5.124841
15.382561,-10.493312,0.962702,-0.002140,5.170061
15.690212,-10.346372,0.982079,-0.001939,5.225385
15.382561,-9.800606,0.963016,-0.001596,5.279880
15.382561,-9.531845,0.963289,-0.001509,5.323106
15.382561,-9.267862,0.963667,-0.001636,5.366013
15.382561,-9.008668,0.964077,-0.001929,5.408163
15.690212,-8.865505,0.983879,-0.002478,5.459443
15.382561,-8.381677,0.965116,-0.002887,5.509349
15.690212,-8.241276,0.984951,-0.003373,5.557536
15.382561,-7.784678,0.966156,-0.003874,5.604132
15.690212,-7.647598,0.986011,-0.004452,5.649011
15.382561,-7.217562,0.967186,-0.004548,5.692189
15.690212,-7.084292,0.986975,-0.004646,5.733158
15.690212,-6.760763,0.987475,-0.004834,5.779910
15.690212,-6.447966,0.988093,-0.005240,5.824911
15.690212,-6.145794,0.988814,-0.005685,5.868109
15.690212,-5.854122,0.989598,-0.006159,5.909313
15.690212,-5.572808,0.990553,-0.006798,5.949233
15.848699,-5.310920,1.002172,-0.008097,5.995885
15.690212,-4.955766,0.994599,-0.010001,6.044936
15.848699,-4.714790,1.008966,-0.013258,6.102479
15.848699,-4.397802,1.019371,-0.019339,6.198825
15.848699,-4.097324,1.054050,-0.033797,6.442312
15.945337,-3.801642,0.993022,-0.063108,6.070090
15.848699,-3.478319,0.798090,-0.078458,4.942325
15.945337,-3.216303,0.799690,-0.095469,4.951094
16.010420,-2.904963,0.832255,-0.075411,5.135651
15.945337,-2.592575,0.804879,-0.028632,4.985463
16.057234,-2.305415,0.878831,0.098038,5.451165
16.010420,-1.992008,0.945571,0.144867,5.929165
16.092525,-1.694033,0.968567,0.140958,6.048720
16.057234,-1.379506,0.871286,0.130053,5.466103
16.092525,-1.083280,0.878770,0.170234,5.549695
16.092525,-0.768000,0.839202,0.215591,5.378069
16.092525,-0.452923,0.733057,0.184969,4.696181
16.092525,0.452923,0.749861,-0.103508,4.702004
16.092525,0.768000,0.808015,-0.110981,5.062435
16.092525,1.083286,0.884564,-0.059989,5.496923
16.057234,1.379615,0.875291,-0.082709,5.455256
16.092525,1.694539,0.903369,-0.080230,5.604704
16.010420,1.993247,0.927406,-0.054156,5.757929
16.010420,2.276181,0.950953,-0.052719,5.889485
16.010420,2.580664,0.969204,-0.044715,5.982799
16.010420,2.910107,0.983855,-0.034451,6.049732
15.945337,3.223157,0.990498,-0.024543,6.090558
15.848699,3.486695,0.990472,-0.016638,6.104447
15.945337,3.811762,1.000259,-0.009977,6.101448
15.848699,4.109150,0.996454,-0.004363,6.086114
15.848699,4.411250,0.997473,-0.000522,6.063239
15.690212,4.641931,0.987880,0.001853,6.037485
15.848699,4.980033,0.997893,0.003376,6.006843
15.690212,5.231129,0.987683,0.004158,5.971796
15.848699,5.602216,0.997267,0.004468,5.932745
15.690212,5.874395,0.986881,0.004457,5.890535
15.690212,6.167151,0.986513,0.004403,5.851705
15.690212,6.470347,0.986095,0.004233,5.810189
15.690212,6.784096,0.985630,0.003898,5.765969
15.382561,6.915136,0.965916,0.003615,5.727238
15.690212,7.330721,0.984831,0.003651,5.686703
15.690212,7.673045,0.984314,0.003597,5.635665
15.382561,7.810130,0.964468,0.003287,5.590600
15.690212,8.267665,0.983173,0.003205,5.543656
15.382561,8.407892,0.963424,0.003438,5.495760
15.382561,8.655295,0.963076,0.003796,5.456436
15.690212,9.150895,0.981894,0.004108,5.405836
15.382561,9.294544,0.962302,0.004229,5.354345
15.382561,9.558522,0.962087,0.004348,5.312384
15.382561,9.827213,0.961918,0.004538,5.269775
15.382561,10.100601,0.961680,0.004615,5.225923
15.382561,10.378667,0.961393,0.004557,5.180983
15.690212,10.947697,0.980223,0.004342,5.123512
15.382561,11.094148,0.960541,0.003765,5.064624
15.382561,11.388392,0.960192,0.003399,5.016852
15.382561,11.687189,0.959922,0.003071,4.968891
14.527974,11.252217,0.906460,0.002736,4.932892
15.382561,12.143837,0.959657,0.002741,4.896637
15.382561,12.453846,0.959594,0.002710,4.848426
15.382561,12.768264,0.959679,0.002892,4.800507
15.382561,13.087041,0.959789,0.002886,4.752303
15.382561,13.410128,0.959926,0.002769,4.703875
15.382561,13.737467,0.959999,0.002603,4.654830
14.527974,13.208621,0.906679,0.002384,4.617702
15.382561,14.236324,0.960003,0.002399,4.580313
14.699596,-12.984935,0.892791,0.000180,4.551935
15.679569,-13.603770,0.952428,-0.000546,4.588158
15.679569,-13.278194,0.952617,-0.001696,4.636399
15.679569,-12.956902,0.952909,-0.002619,4.684837
15.679569,-12.639950,0.953338,-0.003282,4.733598
14.699596,-11.629666,0.894029,-0.003345,4.769782
15.679569,-12.172774,0.953795,-0.003617,4.805031
15.679569,-11.866894,0.953933,-0.003519,4.851204
15.679569,-11.565522,0.954082,-0.003276,4.896876
15.679569,-11.268699,0.954217,-0.002851,4.941881
15.679569,-10.976461,0.954377,-0.002510,4.986369
15.679569,-10.688841,0.954611,-0.002476,5.030561
15.679569,-10.405868,0.954816,-0.002430,5.073868
16.035923,-10.287586,0.976765,-0.002178,5.126804
15.679569,-9.718935,0.955315,-0.001690,5.178596
15.679569,-9.452413,0.955548,-0.001439,5.219186
15.679569,-9.190630,0.955827,-0.001362,5.259138
15.679569,-8.933596,0.956206,-0.001577,5.298721
16.035923,-8.815133,0.978438,-0.002045,5.346928
15.679569,-8.311830,0.957229,-0.002384,5.393944
16.035923,-8.194451,0.979520,-0.002834,5.439284
15.679569,-7.719806,0.958277,-0.003285,5.483119
16.035923,-7.604146,0.980601,-0.003800,5.525329
15.679569,-7.157416,0.959357,-0.003896,5.566073
16.035923,-7.044041,0.981696,-0.004069,5.604990
16.035923,-6.722349,0.982300,-0.004267,5.649367
16.035923,-6.411330,0.982895,-0.004495,5.691376
16.035923,-6.110874,0.983567,-0.004746,5.731535
16.035923,-5.820860,0.984382,-0.005059,5.770294
16.035923,-5.541144,0.985340,-0.005333,5.807719
16.220244,-5.288028,0.998118,-0.005650,5.850566
16.035923,-4.927608,0.988849,-0.005868,5.894552
16.220244,-4.694467,1.003379,-0.005629,5.942198
16.220244,-4.378846,1.008497,-0.002621,6.002651
16.220244,-4.079663,1.011724,0.009336,6.049276
16.332885,-3.788442,0.998673,0.029227,5.958911
16.220244,-3.463326,0.965414,0.007390,5.820871
