x,y,u,v,S
11.668661,-6.790945,0.989875,-0.002500,7.331940
11.668661,-6.476752,0.990100,-0.001886,7.418921
11.668661,-6.173230,0.990332,-0.001125,7.501954
11.668661,-5.880256,0.990524,-0.000200,7.580598
11.668661,-5.597687,0.990686,0.000570,7.654899
11.773784,-5.328862,0.999646,0.001551,7.735071
11.668661,-4.977890,0.990577,0.002954,7.808402
11.773784,-4.730718,0.999131,0.005169,7.874318
11.773784,-4.412659,0.998347,0.008783,7.940377
11.773784,-4.111166,0.996972,0.014177,7.995187
11.837772,-3.811972,0.999633,0.023220,8.040134
11.773784,-3.490070,0.989512,0.035610,8.063019
11.837772,-3.225043,0.987075,0.053280,8.056846
11.880818,-2.911566,0.976491,0.081349,8.010492
11.837772,-2.599620,0.954251,0.112930,7.928399
11.911758,-2.309918,0.938008,0.147881,7.826108
11.880818,-1.996536,0.911979,0.183490,7.721624
11.935069,-1.696933,0.889575,0.228256,7.618285
11.911758,-1.382200,0.842747,0.270820,7.381718
11.935069,-1.085135,0.815551,0.297146,7.242788
11.935069,-0.769315,0.763683,0.320761,6.925775
11.935069,-0.453699,0.711545,0.332770,6.576812
11.911758,-0.157500,0.708374,0.367354,6.698353
11.935069,0.138082,0.579708,0.310736,5.510597
11.935069,0.453699,0.595392,0.244187,5.387955
11.935069,0.769315,0.775650,0.125839,6.570249
11.935069,1.085141,0.926141,-0.008249,7.728260
11.911758,1.382309,0.908143,-0.059738,7.589467
11.935069,1.697441,0.996997,-0.117851,8.327864
11.880818,1.997777,1.045151,-0.126308,8.738295
11.880818,2.281354,1.064685,-0.105195,8.843453
11.880818,2.586530,1.016677,-0.053344,8.372946
11.880818,2.916721,0.987189,-0.016072,8.070551
11.837772,3.231916,0.967011,-0.006702,7.880631
11.773784,3.498474,0.964045,0.003537,7.848945
11.837772,3.822120,0.978471,0.007367,7.866055
11.773784,4.123032,0.980712,0.006381,7.861694
11.773784,4.426153,0.985109,0.004717,7.831926
11.668661,4.662654,0.978935,0.003466,7.790554
11.773784,4.996857,0.989612,0.002808,7.737265
11.668661,5.254482,0.982185,0.002684,7.675051
11.773784,5.621143,0.992116,0.002920,7.604317
11.668661,5.900620,0.984084,0.003134,7.526067
11.668661,6.194683,0.984554,0.003493,7.452552
11.668661,6.499232,0.984826,0.004041,7.373414
11.668661,6.814382,0.984956,0.004467,7.289180
11.463947,6.960630,0.967752,0.004584,7.215838
11.668661,7.363448,0.985156,0.004851,7.140062
11.668661,7.707299,0.985236,0.004868,7.045394
11.463947,7.861512,0.967844,0.004585,6.962709
11.668661,8.304574,0.984869,0.004444,6.876621
11.463947,8.463207,0.967162,0.004172,6.787405
11.463947,8.712238,0.966729,0.004061,6.714018
11.668661,9.191748,0.983495,0.004082,6.621068
11.463947,9.355693,0.965836,0.003744,6.527290
11.463947,9.621407,0.965514,0.003267,6.451242
11.463947,9.891866,0.965228,0.002886,6.374664
11.463947,10.167053,0.965042,0.002718,6.298068
11.463947,10.446948,0.964970,0.002752,6.221614
11.668661,10.996570,0.982237,0.003139,6.126076
11.463947,11.167136,0.965028,0.003433,6.029966
11.463947,11.463316,0.965062,0.003581,5.952798
11.463947,11.764078,0.965058,0.003332,5.875198
10.890750,11.392869,0.916794,0.002871,5.816915
11.463947,12.223731,0.965041,0.002764,5.758600
11.463947,12.535779,0.964972,0.002314,5.680573
11.463947,12.852266,0.964848,0.001792,5.602371
11.463947,13.173140,0.964696,0.001355,5.524256
11.463947,13.498352,0.964559,0.001043,5.446557
11.463947,13.827845,0.964362,0.000651,5.368922
10.890750,13.373728,0.915976,0.000533,5.310877
11.463947,14.329984,0.964011,0.000730,5.253095
11.463947,14.669918,0.963783,0.000844,5.176633
10.890750,14.181042,0.915479,0.000935,5.120004
11.463947,15.187413,0.963576,0.001228,5.063889
11.463947,15.537370,0.963404,0.001221,4.989447
11.463947,15.891209,0.963173,0.000963,4.915476
10.890750,15.351021,0.914838,0.000884,4.860513
11.463947,16.429070,0.962811,0.001024,4.806036
10.890750,15.865957,0.914548,0.001093,4.752346
11.463947,16.975208,0.962672,0.001380,4.699717
11.463947,17.343752,0.962734,0.001443,4.630741
10.890750,16.741212,0.914565,0.001103,4.579262
11.914121,-17.337161,0.963478,0.000305,4.580087
11.914121,-16.967121,0.963821,0.000371,4.648879
11.318415,-15.857232,0.915884,0.000165,4.701120
11.914121,-16.418805,0.964312,-0.000091,4.753574
11.318415,-15.340267,0.916242,-0.000079,4.806177
11.914121,-15.878859,0.964537,0.000096,4.858746
11.914121,-15.523689,0.964611,-0.000037,4.929374
11.318415,-14.496776,0.916517,-0.000435,4.983255
11.914121,-14.998332,0.965022,-0.001005,5.038087
11.914121,-14.653139,0.965391,-0.001808,5.111829
11.914121,-14.312067,0.965635,-0.002615,5.185450
11.318415,-13.355933,0.917443,-0.002596,5.240521
11.914121,-13.808338,0.965907,-0.002679,5.296211
11.914121,-13.477866,0.966258,-0.003000,5.371447
11.914121,-13.151742,0.966436,-0.003270,5.446019
11.914121,-12.830024,0.966559,-0.003634,5.520478
11.318415,-11.961942,0.918296,-0.003433,5.576286
11.914121,-12.355823,0.966650,-0.003217,5.631786
11.914121,-12.045343,0.966829,-0.003041,5.706678
11.914121,-11.739440,0.967158,-0.003101,5.782374
11.914121,-11.438154,0.967467,-0.002812,5.857785
11.914121,-11.141520,0.967707,-0.002398,5.932519
11.914121,-10.849575,0.967914,-0.002241,6.006699
11.914121,-10.562347,0.968148,-0.002393,6.080594
12.126874,-10.392561,0.985858,-0.002896,6.172908
11.914121,-9.865084,0.968924,-0.003268,6.263998
11.914121,-9.594554,0.969185,-0.003781,6.335787
11.914121,-9.328835,0.969434,-0.004175,6.406631
11.914121,-9.067935,0.969714,-0.004358,6.476726
12.126874,-8.905084,0.987366,-0.004430,6.562679
11.914121,-8.436820,0.970343,-0.004308,6.646777
12.126874,-8.278067,0.987972,-0.004406,6.728790
11.914121,-7.835893,0.970976,-0.004327,6.809158
12.126874,-7.681739,0.988663,-0.004170,6.887227
11.914121,-7.265046,0.971578,-0.003601,6.962537
12.126874,-7.115919,0.989151,-0.003084,7.035004
12.126874,-6.790945,0.989361,-0.002570,7.118322
12.126874,-6.476752,0.989431,-0.002138,7.196891
12.126874,-6.173230,0.989336,-0.001447,7.270413
12.126874,-5.880256,0.989132,-0.000660,7.339230
12.126874,-5.597687,0.988805,-0.000067,7.403192
12.236125,-5.328862,0.997079,0.000531,7.470913
12.126874,-4.977890,0.987251,0.001502,7.531224
12.236125,-4.730718,0.994798,0.003128,7.583045
12.236125,-4.412659,0.992729,0.005804,7.632121
12.236125,-4.111166,0.989839,0.009640,7.668594
12.302625,-3.811972,0.990395,0.015687,7.690565
12.236125,-3.490070,0.978003,0.023298,7.688392
12.302625,-3.225043,0.972760,0.033607,7.653065
12.347362,-2.911566,0.957335,0.050802,7.557010
12.302625,-2.599620,0.928327,0.072811,7.405417
12.379517,-2.309918,0.900028,0.100159,7.191064
12.347362,-1.996536,0.856636,0.134246,6.932441
12.403743,-1.696933,0.825723,0.168447,6.731451
12.379517,-1.382200,0.760837,0.178247,6.273361
12.403743,-1.085135,0.705164,0.211359,5.912383
12.403743,-0.769315,0.664146,0.216529,5.620980
12.403743,-0.453699,0.620570,0.251350,5.394285
12.379517,-0.157500,0.527737,0.282907,4.836500
12.403743,0.138082,0.478445,0.329399,4.682756
12.403743,0.453699,0.680623,0.251823,5.846864
12.403743,0.769315,0.946352,0.076123,7.639530
12.403743,1.085141,0.800004,0.021335,6.427440
12.379517,1.382309,0.808768,0.068474,6.515993
12.403743,1.697441,0.960477,-0.017075,7.673148
12.347362,1.997777,0.946315,-0.045381,7.574409
12.347362,2.281354,0.995476,-0.080467,7.953925
12.347362,2.586530,1.027282,-0.099216,8.180992
12.347362,2.916721,0.967856,-0.075770,7.651950
12.302625,3.231916,0.956729,-0.009196,7.521764
12.236125,3.498474,0.975282,0.024855,7.665921
12.302625,3.822120,0.989007,0.020378,7.678665
12.236125,4.123032,0.986932,0.013160,7.644150
12.236125,4.426153,0.988610,0.008920,7.597958
12.126874,4.662654,0.980994,0.006485,7.550713
12.236125,4.996857,0.990936,0.005216,7.497490
12.126874,5.254482,0.983059,0.004621,7.438310
12.236125,5.621143,0.992692,0.004481,7.372187
12.126874,5.900620,0.984341,0.004286,7.298929
12.126874,6.194683,0.984635,0.004412,7.230756
12.126874,6.499232,0.984846,0.004793,7.158087
12.126874,6.814382,0.985003,0.005172,7.081193
11.914121,6.960630,0.967860,0.005371,7.014384
12.126874,7.363448,0.985246,0.005583,6.944644
12.126874,7.707299,0.985198,0.005315,6.856592
11.914121,7.861512,0.967720,0.004810,6.779643
12.126874,8.304574,0.984615,0.004412,6.699104
11.914121,8.463207,0.966899,0.003997,6.616257
11.914121,8.712238,0.966562,0.003910,6.548697
12.126874,9.191748,0.983434,0.003997,6.462894
11.914121,9.355693,0.965727,0.003619,6.375135
11.914121,9.621407,0.965415,0.003230,6.304180
11.914121,9.891866,0.965255,0.003030,6.233384
11.914121,10.167053,0.965198,0.002990,6.162490
11.914121,10.446948,0.965198,0.003132,6.091275
12.126874,10.996570,0.982424,0.003488,6.001308
11.914121,11.167136,0.965185,0.003766,5.910744
11.914121,11.463316,0.965142,0.003844,5.837569
11.914121,11.764078,0.965084,0.003588,5.764025
11.318415,11.392869,0.916832,0.003154,5.709042
11.914121,12.223731,0.965080,0.003004,5.653871
11.914121,12.535779,0.965019,0.002470,5.580010
11.914121,12.852266,0.964926,0.001914,5.505998
11.914121,13.173140,0.964828,0.001493,5.432079
11.914121,13.498352,0.964704,0.001152,5.358214
11.914121,13.827845,0.964535,0.000717,5.284386
11.318415,13.373728,0.916187,0.000601,5.229269
11.914121,14.329984,0.964242,0.000777,5.174126
11.914121,14.669918,0.964024,0.000991,5.101067
11.318415,14.181042,0.915731,0.001191,5.046996
11.914121,15.187413,0.963844,0.001488,4.993256
11.914121,15.537370,0.963686,0.001414,4.921922
11.914121,15.891209,0.963485,0.001131,4.851037
11.318415,15.351021,0.915150,0.001048,4.798274
11.914121,16.429070,0.963169,0.001260,4.745999
11.318415,15.865957,0.914927,0.001451,4.694502
11.914121,16.975208,0.963086,0.001897,4.643861
11.914121,17.343752,0.963113,0.001896,4.577177
12.371704,-16.967121,0.963892,0.000574,4.590263
11.753118,-15.857232,0.915943,0.000329,4.640513
12.371704,-16.418805,0.964405,-0.000049,4.691118
11.753118,-15.340267,0.916364,-0.000222,4.741834
12.371704,-15.878859,0.964670,-0.000208,4.792320
12.371704,-15.523689,0.964725,-0.000318,4.859944
11.753118,-14.496776,0.916598,-0.000514,4.911418
12.371704,-14.998332,0.965088,-0.000947,4.963819
12.371704,-14.653139,0.965476,-0.001779,5.034448
12.371704,-14.312067,0.965828,-0.002754,5.105336
11.753118,-13.355933,0.917709,-0.002811,5.158327
12.371704,-13.808338,0.966148,-0.002702,5.211191
12.371704,-13.477866,0.966455,-0.002937,5.282602
12.371704,-13.151742,0.966688,-0.003444,5.353801
12.371704,-12.830024,0.966816,-0.003741,5.424503
11.753118,-11.961942,0.918590,-0.003588,5.477706
12.371704,-12.355823,0.966997,-0.003383,5.530468
12.371704,-12.045343,0.967109,-0.002892,5.600937
12.371704,-11.739440,0.967383,-0.002783,5.672155
12.371704,-11.438154,0.967681,-0.002564,5.743258
12.371704,-11.141520,0.967898,-0.002238,5.813529
12.371704,-10.849575,0.968079,-0.002048,5.883147
12.371704,-10.562347,0.968278,-0.002117,5.952345
12.592627,-10.392561,0.985898,-0.002469,6.038373
12.371704,-9.865084,0.968974,-0.002947,6.123722
12.371704,-9.594554,0.969251,-0.003448,6.190907
12.371704,-9.328835,0.969539,-0.003843,6.257274
12.371704,-9.067935,0.969820,-0.003975,6.322606
12.592627,-8.905084,0.987522,-0.004095,6.402896
12.371704,-8.436820,0.970537,-0.004030,6.481273
12.592627,-8.278067,0.988178,-0.004164,6.557371
12.371704,-7.835893,0.971109,-0.004103,6.631295
12.592627,-7.681739,0.988667,-0.004003,6.702561
12.371704,-7.265046,0.971515,-0.003575,6.771541
12.592627,-7.115919,0.988965,-0.003189,6.837406
12.592627,-6.790945,0.988976,-0.002812,6.912545
12.592627,-6.476752,0.988885,-0.002628,6.983383
12.592627,-6.173230,0.988630,-0.002243,7.049388
12.592627,-5.880256,0.988165,-0.001800,7.110187
12.592627,-5.597687,0.987447,-0.001571,7.165432
12.706074,-5.328862,0.995165,-0.001564,7.222719
12.592627,-4.977890,0.984667,-0.001362,7.271850
12.706074,-4.730718,0.991265,-0.000759,7.311203
12.706074,-4.412659,0.987837,0.000495,7.344241
12.706074,-4.111166,0.983369,0.002396,7.363533
12.775129,-3.811972,0.982185,0.005254,7.367375
12.706074,-3.490070,0.968724,0.008452,7.352089
12.775129,-3.225043,0.963528,0.011945,7.313361
12.821584,-2.911566,0.948656,0.015447,7.216162
12.775129,-2.599620,0.914119,0.015124,7.012718
12.854973,-2.309918,0.840605,0.005862,6.436218
12.821584,-1.996536,0.800150,0.013455,6.167211
12.880130,-1.696933,0.843287,0.032838,6.496021
12.854973,-1.382200,0.703576,-0.016332,5.443279
12.880130,-1.085135,0.591462,-0.078515,4.615979
12.880130,0.453699,0.724758,0.177843,5.790283
12.880130,0.769315,0.966078,0.263474,7.760635
12.880130,1.085141,0.847795,0.213949,6.764591
12.854973,1.382309,0.938968,0.157967,7.364510
12.880130,1.697441,0.915932,0.232065,7.273011
12.821584,1.997777,0.910770,0.208200,7.199776
12.821584,2.281354,0.975302,0.003008,7.489126
12.821584,2.586530,0.992727,-0.073905,7.610733
12.821584,2.916721,1.031201,-0.065722,7.858249
12.775129,3.231916,1.044552,-0.015805,7.927633
12.706074,3.498474,1.017700,0.011701,7.722694
12.775129,3.822120,1.007222,0.014353,7.554192
12.706074,4.123032,0.995400,0.011860,7.452086
12.706074,4.426153,0.993468,0.009353,7.383998
12.592627,4.662654,0.984113,0.007569,7.328962
12.706074,4.996857,0.993034,0.006518,7.273367
12.592627,5.254482,0.984428,0.005880,7.214741
12.706074,5.621143,0.993579,0.005499,7.151280
12.592627,5.900620,0.984968,0.005148,7.082872
12.592627,6.194683,0.985224,0.005233,7.020447
12.592627,6.499232,0.985406,0.005498,6.953842
12.592627,6.814382,0.985498,0.005809,6.882971
12.371704,6.960630,0.968184,0.005916,6.820531
12.592627,7.363448,0.985362,0.006008,6.754973
12.592627,7.707299,0.985127,0.005522,6.672583
12.371704,7.861512,0.967533,0.004763,6.600713
12.592627,8.304574,0.984416,0.004289,6.526101
12.371704,8.463207,0.966796,0.003961,6.449882
12.371704,8.712238,0.966574,0.003971,6.387884
12.592627,9.191748,0.983447,0.003921,6.308052
12.371704,9.355693,0.965793,0.003585,6.226587
12.371704,9.621407,0.965585,0.003470,6.161010
12.371704,9.891866,0.965526,0.003511,6.095503
12.371704,10.167053,0.965520,0.003543,6.029500
12.371704,10.446948,0.965521,0.003692,5.962800
12.592627,10.996570,0.982735,0.004038,5.878276
12.371704,11.167136,0.965462,0.004266,5.792975
12.371704,11.463316,0.965348,0.004232,5.723644
12.371704,11.764078,0.965245,0.004066,5.654021
11.753118,11.392869,0.916942,0.003644,5.601854
12.371704,12.223731,0.965161,0.003456,5.549519
12.371704,12.535779,0.965088,0.002837,5.479543
12.371704,12.852266,0.964985,0.002233,5.409340
12.371704,13.173140,0.964878,0.001768,5.339141
12.371704,13.498352,0.964714,0.001310,5.268723
12.371704,13.827845,0.964560,0.000871,5.198531
11.753118,13.373728,0.916238,0.000692,5.146170
12.371704,14.329984,0.964330,0.000791,5.093747
12.371704,14.669918,0.964187,0.001074,5.024365
11.753118,14.181042,0.915910,0.001298,4.972803
12.371704,15.187413,0.964015,0.001532,4.921293
12.371704,15.537370,0.963871,0.001411,4.853028
12.371704,15.891209,0.963730,0.001068,4.785333
11.753118,15.351021,0.915425,0.000972,4.734884
12.371704,16.429070,0.963507,0.001266,4.684883
11.753118,15.865957,0.915297,0.001581,4.635601
12.371704,16.975208,0.963483,0.002084,4.586897
12.020001,-15.661463,0.904717,0.000835,4.582616
12.727060,-16.311493,0.958216,0.000445,4.631481
12.020001,-15.150881,0.905199,0.000098,4.680490
12.727060,-15.775076,0.958572,-0.000020,4.729257
12.727060,-15.422227,0.958685,-0.000137,4.794483
12.020001,-14.317803,0.905540,-0.000204,4.843915
12.727060,-14.900304,0.959025,-0.000497,4.894025
12.727060,-14.557367,0.959392,-0.001321,4.961601
12.727060,-14.218524,0.959810,-0.002369,5.029788
12.020001,-13.191045,0.906757,-0.002637,5.080995
12.727060,-13.718087,0.960225,-0.002630,5.131434
12.727060,-13.389775,0.960375,-0.002767,5.198733
12.727060,-13.065783,0.960585,-0.003477,5.266440
12.727060,-12.746168,0.960705,-0.003814,5.333647
12.020001,-11.814264,0.907443,-0.003621,5.384184
12.727060,-12.275066,0.960938,-0.003564,5.434571
12.727060,-11.966616,0.961012,-0.002999,5.501162
12.727060,-11.662712,0.961151,-0.002726,5.567851
12.727060,-11.363394,0.961360,-0.002501,5.634595
12.727060,-11.068700,0.961591,-0.002246,5.701050
12.727060,-10.778663,0.961776,-0.002063,5.766730
12.727060,-10.493312,0.961964,-0.002079,5.831836
12.981601,-10.346372,0.981481,-0.002290,5.912453
12.727060,-9.800606,0.962617,-0.002679,5.992664
12.727060,-9.531845,0.962972,-0.003121,6.056171
12.727060,-9.267862,0.963362,-0.003509,6.118983
12.727060,-9.008668,0.963700,-0.003679,6.180480
12.981601,-8.865505,0.983326,-0.003803,6.255293
12.727060,-8.381677,0.964375,-0.003747,6.328338
12.981601,-8.241276,0.983990,-0.003975,6.399310
12.727060,-7.784678,0.964946,-0.003982,6.467916
12.981601,-7.647598,0.984417,-0.004019,6.533751
12.727060,-7.217562,0.965200,-0.003672,6.596923
12.981601,-7.084292,0.984530,-0.003439,6.657299
12.981601,-6.760763,0.984457,-0.003294,6.726032
12.981601,-6.447966,0.984223,-0.003310,6.790238
12.981601,-6.145794,0.983822,-0.003287,6.849783
12.981601,-5.854122,0.983191,-0.003202,6.904214
12.981601,-5.572808,0.982367,-0.003454,6.953767
13.112729,-5.310920,0.990910,-0.004219,7.004239
12.981601,-4.955766,0.979026,-0.005076,7.045789
13.112729,-4.714790,0.986043,-0.005950,7.076354
13.112729,-4.397802,0.981476,-0.006680,7.096594
13.112729,-4.097324,0.975405,-0.007096,7.100257
13.192684,-3.801642,0.972856,-0.007055,7.086065
13.112729,-3.478319,0.957491,-0.006491,7.058065
13.192684,-3.216303,0.953660,-0.006531,7.023173
13.246532,-2.904963,0.947160,-0.012230,6.984859
13.192684,-2.592575,0.932267,-0.038960,6.939976
13.285264,-2.305415,0.915823,-0.114028,6.844462
13.246532,-1.992008,0.775460,-0.180144,5.943118
13.314463,-1.694033,0.743730,-0.210172,5.758220
13.285264,-1.379506,0.581344,-0.268056,4.792863
13.314463,0.452923,0.744442,-0.018670,5.589751
13.314463,0.768000,0.891920,-0.001666,6.687778
13.314463,1.083286,0.984470,0.037456,7.374971
13.285264,1.379615,1.064802,0.117708,8.020604
13.314463,1.694539,1.083616,0.077761,8.094277
13.246532,1.993247,0.989646,0.167457,7.492832
13.246532,2.276181,1.015627,0.059325,7.569254
13.246532,2.580664,1.019137,-0.036161,7.556396
13.246532,2.910107,1.029034,-0.061985,7.601143
13.192684,3.223157,1.017913,-0.045109,7.502642
13.112729,3.486695,1.003881,-0.012450,7.399256
13.192684,3.811762,1.004151,0.002732,7.312345
13.112729,4.109150,0.994522,0.007345,7.237563
13.112729,4.411250,0.992782,0.007712,7.176173
12.981601,4.641931,0.982009,0.007171,7.123126
13.112729,4.980033,0.991535,0.006766,7.069144
12.981601,5.231129,0.981501,0.006372,7.012894
13.112729,5.602216,0.991499,0.006137,6.953466
12.981601,5.874395,0.981742,0.005822,6.890080
12.981601,6.167151,0.981836,0.005851,6.831685
12.981601,6.470347,0.981870,0.005969,6.769433
12.981601,6.784096,0.981743,0.006063,6.702639
12.727060,6.915136,0.962236,0.005963,6.643398
12.981601,7.330721,0.981125,0.005988,6.581130
12.981601,7.673045,0.980662,0.005445,6.503289
12.727060,7.810130,0.961082,0.004667,6.436301
12.981601,8.267665,0.980017,0.004278,6.367619
12.727060,8.407892,0.960560,0.004069,6.297347
12.727060,8.655295,0.960304,0.003998,6.239316
12.981601,9.150895,0.979199,0.003972,6.165233
12.727060,9.294544,0.959727,0.003779,6.089819
12.727060,9.558522,0.959624,0.003915,6.029065
12.727060,9.827213,0.959556,0.004068,5.967609
12.727060,10.100601,0.959541,0.004180,5.905623
12.727060,10.378667,0.959527,0.004299,5.842855
12.981601,10.947697,0.978718,0.004694,5.763474
12.727060,11.094148,0.959444,0.004760,5.682747
12.727060,11.388392,0.959321,0.004678,5.617208
12.727060,11.687189,0.959176,0.004519,5.551128
12.020001,11.252217,0.905774,0.004049,5.501300
12.727060,12.143837,0.958938,0.003892,5.451275
12.727060,12.453846,0.958792,0.003224,5.384494
12.727060,12.768264,0.958670,0.002578,5.317710
12.727060,13.087041,0.958528,0.002000,5.250752
12.727060,13.410128,0.958330,0.001448,5.183506
12.727060,13.737467,0.958185,0.001038,5.116634
12.020001,13.208621,0.904880,0.000791,5.066768
12.727060,14.236324,0.958050,0.000865,5.017066
12.727060,14.574036,0.958025,0.001149,4.951316
12.020001,14.005967,0.904765,0.001264,4.902114
12.727060,15.088149,0.957883,0.001402,4.852733
12.727060,15.435819,0.957738,0.001256,4.787243
12.727060,15.787345,0.957625,0.000872,4.722366
12.020001,15.161502,0.904367,0.000756,4.674177
12.727060,16.321690,0.957530,0.001082,4.626371
12.020001,15.670081,0.904325,0.001446,4.579045
13.256991,-16.418805,0.964597,0.001201,4.570961
12.594141,-15.340267,0.916629,0.000749,4.618285
13.256991,-15.878859,0.965100,0.000569,4.665611
13.256991,-15.523689,0.965346,0.000420,4.728835
12.594141,-14.496776,0.917221,0.000360,4.776357
13.256991,-14.998332,0.965666,0.000194,4.824126
13.256991,-14.653139,0.966001,-0.000557,4.888640
13.256991,-14.312067,0.966442,-0.001573,4.953949
12.594141,-13.355933,0.918459,-0.002081,5.003228
13.256991,-13.808338,0.966992,-0.002395,5.051681
13.256991,-13.477866,0.967023,-0.002611,5.115176
13.256991,-13.151742,0.967115,-0.003333,5.178988
13.256991,-12.830024,0.967242,-0.003804,5.242893
12.594141,-11.961942,0.918967,-0.003590,5.290728
13.256991,-12.355823,0.967465,-0.003612,5.338600
13.256991,-12.045343,0.967546,-0.003235,5.401707
13.256991,-11.739440,0.967556,-0.002904,5.464066
13.256991,-11.438154,0.967633,-0.002611,5.526383
13.256991,-11.141520,0.967786,-0.002314,5.588635
13.256991,-10.849575,0.968001,-0.002171,5.650690
13.256991,-10.562347,0.968227,-0.002151,5.712185
13.493723,-10.392561,0.985824,-0.002309,5.788118
13.256991,-9.865084,0.968888,-0.002477,5.863270
13.256991,-9.594554,0.969319,-0.002836,5.923258
13.256991,-9.328835,0.969780,-0.003172,5.982512
13.256991,-9.067935,0.970212,-0.003494,6.040603
13.493723,-8.905084,0.987919,-0.003732,6.110652
13.256991,-8.436820,0.970849,-0.003698,6.178313
13.493723,-8.278067,0.988479,-0.003889,6.244161
13.256991,-7.835893,0.971405,-0.004012,6.308025
13.493723,-7.681739,0.988949,-0.004187,6.369251
13.256991,-7.265046,0.971686,-0.003992,6.427751
13.493723,-7.115919,0.989026,-0.003874,6.483315
13.493723,-6.790945,0.988933,-0.003893,6.546583
13.493723,-6.476752,0.988722,-0.004204,6.605811
13.493723,-6.173230,0.988313,-0.004516,6.660409
13.493723,-5.880256,0.987712,-0.004805,6.710394
13.493723,-5.597687,0.986900,-0.005474,6.755658
13.615288,-5.328862,0.994458,-0.007149,6.801762
13.493723,-4.977890,0.983623,-0.009349,6.839273
13.615288,-4.730718,0.989413,-0.012266,6.864902
13.615288,-4.412659,0.984007,-0.016201,6.876090
13.615288,-4.111166,0.975754,-0.020540,6.862184
13.689284,-3.811972,0.968134,-0.024160,6.815106
13.615288,-3.490070,0.948799,-0.024813,6.752692
13.689284,-3.225043,0.942215,-0.022281,6.701329
13.739063,-2.911566,0.947686,0.008657,6.748173
13.689284,-2.599620,1.001862,0.031756,7.193696
13.774842,-2.309918,0.956122,-0.007015,6.845681
13.739063,-1.996536,0.834658,-0.146564,6.103910
13.801798,-1.696933,0.687082,-0.223772,5.196441
13.774842,-1.382200,0.609658,-0.219382,4.680206
13.801798,-1.085135,0.629217,-0.153700,4.678555
13.801798,0.453699,0.720321,-0.167780,5.355848
13.801798,0.769315,0.922599,-0.094265,6.709017
13.801798,1.085141,1.034280,-0.049696,7.479371
13.774842,1.382309,1.128210,0.008633,8.149676
13.801798,1.697441,1.121786,0.063023,8.079768
13.739063,1.997777,1.066674,0.090717,7.710743
13.739063,2.281354,1.107994,0.089213,7.981371
13.739063,2.586530,1.030848,-0.029352,7.376505
13.739063,2.916721,1.018344,-0.066153,7.265732
13.689284,3.231916,1.011807,-0.051266,7.202701
13.615288,3.498474,1.001778,-0.016076,7.127171
13.689284,3.822120,1.005436,0.000749,7.074138
13.615288,4.123032,0.999003,0.005714,7.022556
13.615288,4.426153,0.998004,0.006531,6.971071
13.493723,4.662654,0.988362,0.006579,6.923112
13.615288,4.996857,0.996803,0.006696,6.873111
13.493723,5.254482,0.987677,0.006686,6.820807
13.615288,5.621143,0.996471,0.006596,6.765051
13.493723,5.900620,0.987482,0.006273,6.705180
13.493723,6.194683,0.987344,0.006211,6.649938
13.493723,6.499232,0.987059,0.006143,6.590479
13.493723,6.814382,0.986650,0.006015,6.526981
13.256991,6.960630,0.968922,0.005804,6.471135
13.493723,7.363448,0.985692,0.005744,6.412328
13.493723,7.707299,0.985143,0.005354,6.339605
13.256991,7.861512,0.967526,0.004773,6.277539
13.493723,8.304574,0.984530,0.004481,6.213784
13.256991,8.463207,0.966992,0.004241,6.148234
13.256991,8.712238,0.966826,0.004240,6.094715
13.493723,9.191748,0.983877,0.004241,6.026154
13.256991,9.355693,0.966461,0.004217,5.956380
13.256991,9.621407,0.966341,0.004397,5.899418
13.256991,9.891866,0.966257,0.004641,5.841740
13.256991,10.167053,0.966207,0.004800,5.783394
13.256991,10.446948,0.966190,0.004958,5.724431
13.493723,10.996570,0.983410,0.005291,5.649574
13.256991,11.167136,0.966049,0.005229,5.573364
13.256991,11.463316,0.965909,0.005072,5.511413
13.256991,11.764078,0.965690,0.004816,5.448548
12.594141,11.392869,0.917224,0.004316,5.401012
13.256991,12.223731,0.965290,0.004123,5.353139
13.256991,12.535779,0.965046,0.003489,5.289301
13.256991,12.852266,0.964890,0.002850,5.225742
13.256991,13.173140,0.964719,0.002138,5.161966
13.256991,13.498352,0.964549,0.001561,5.098141
13.256991,13.827845,0.964442,0.001185,5.034645
12.594141,13.373728,0.916188,0.000949,4.987329
13.256991,14.329984,0.964441,0.001062,4.940358
13.256991,14.669918,0.964508,0.001274,4.878017
12.594141,14.181042,0.916276,0.001225,4.831122
13.256991,15.187413,0.964429,0.001233,4.783995
13.256991,15.537370,0.964290,0.001011,4.721257
13.256991,15.891209,0.964176,0.000643,4.659005
12.594141,15.351021,0.915957,0.000572,4.612968
13.256991,16.429070,0.964196,0.000869,4.567333
12.863893,-15.150881,0.905370,0.001454,4.555252
13.620592,-15.775076,0.958962,0.001287,4.601191
13.620592,-15.422227,0.959332,0.001038,4.662421
12.863893,-14.317803,0.906208,0.000856,4.708103
13.620592,-14.900304,0.959639,0.000798,4.753606
13.620592,-14.557367,0.959919,0.000248,4.815045
13.620592,-14.218524,0.960334,-0.000647,4.877328
12.863893,-13.191045,0.907316,-0.001233,4.924359
13.620592,-13.718087,0.960976,-0.001878,4.971048
13.620592,-13.389775,0.961060,-0.002438,5.031767
